zip,city,county,population
15028,Coulters,Allegheny,143
15764,Oliveburg,Jefferson,143
18046,East Texas,Lehigh,142
15472,Oliver,Fayette,142
15693,Whitney,Westmoreland,141
15422,Chestnut Ridge,Fayette,140
17270,Williamson,Franklin,140
17069,New Buffalo,Perry,140
19519,Earlville,Berks,140
18457,Rowland,Pike,140
15760,Marsteller,Cambria,137
15861,Sinnamahoning,Cameron,135
16155,Villa Maria,Lawrence,135
17945,Locustdale,Schuylkill,135
15353,Nineveh,Greene,134
18455,Preston Park,Wayne,134
15761,Mentcle,Indiana,132
16622,Calvin,Huntingdon,132
19375,Unionville,Chester,131
16223,Distant,Armstrong,130
19477,Spring House,Montgomery,129
15560,Shanksville,Somerset,129
16217,Cooksburg,Forest,128
16035,Forestville,Butler,127
17083,Quentin,Lebanon,126
15440,Gibbon Glade,Fayette,125
15710,Alverda,Indiana,124
16213,Callensburg,Clarion,123
15467,New Geneva,Fayette,123
16724,Crosby,Mckean,122
15821,Benezett,Elk,122
17056,Mexico,Juniata,120
17210,Amberson,Franklin,119
17979,Summit Station,Schuylkill,118
17570,Rheems,Lancaster,117
15780,Valier,Jefferson,116
16631,Curryville,Blair,116
17946,Lost Creek,Schuylkill,115
15730,Coolspring,Jefferson,113
17507,Bowmansville,Lancaster,112
17943,Lavelle,Schuylkill,111
15635,Hannastown,Westmoreland,110
17071,New Germantown,Perry,110
18427,Hamlin,Wayne,108
15379,West Middletown,Washington,108
15053,Joffre,Washington,107
18357,Skytop,Monroe,107
19457,Parker Ford,Chester,107
17029,Granville,Mifflin,105
16048,North Washington,Butler,104
16855,Mineral Springs,Clearfield,103
16253,Seminole,Armstrong,102
15544,Gray,Somerset,102
18816,Dimock,Susquehanna,101
15463,Merrittstown,Fayette,100
15454,Leckrone,Fayette,97
18323,Buck Hill Falls,Monroe,95
19523,Geigertown,Berks,95
18230,Junedale,Carbon,91
17933,Friedensburg,Schuylkill,90
18460,South Sterling,Wayne,89
16941,Genesee,Potter,88
17076,Oakland Mills,Juniata,86
16322,Endeavor,Forest,86
15781,Walston,Jefferson,86
18212,Ashfield,Carbon,86
15953,Seanor,Somerset,85
15746,Hillsdale,Indiana,83
19367,Pomeroy,Chester,82
19113,Philadelphia,Delaware,82
16151,Sheakleyville,Mercer,81
17727,Cedar Run,Lycoming,81
17251,Roxbury,Franklin,80
15638,Hostetter,Westmoreland,79
16211,Beyer,Indiana,79
15783,West Lebanon,Indiana,78
15737,Elmora,Cambria,78
15921,Beaverdale,Cambria,76
15047,Greenock,Allegheny,74
15777,Starford,Indiana,74
17254,Scotland,Franklin,73
15087,Webster,Westmoreland,73
17729,Cross Fork,Potter,72
17039,Kleinfeltersville,Lebanon,71
18825,Jackson,Susquehanna,69
17343,Mc Knightstown,Adams,68
16730,East Smethport,Mckean,68
19564,Virginville,Berks,66
15621,Calumet,Westmoreland,66
18454,Poyntelle,Wayne,65
16871,Pottersdale,Clearfield,64
15502,Hidden Valley,Somerset,64
18459,South Canaan,Wayne,58
18356,Shawnee On Delaware,Monroe,58
15741,Gipsy,Indiana,58
15776,Sprankle Mills,Jefferson,56
17723,Jersey Shore,Lycoming,54
15476,Ronco,Fayette,54
15555,Quecreek,Somerset,54
15075,Rural Ridge,Allegheny,50
15564,Wellersburg,Somerset,49
16331,Kossuth,Clarion,49
15945,Parkhill,Cambria,48
17742,Lairdsville,Lycoming,46
15784,Worthville,Jefferson,46
15378,Westland,Washington,45
18913,Carversville,Bucks,42
15625,Darragh,Westmoreland,42
15929,Dilltown,Indiana,41
18420,Fleetville,Lackawanna,41
15752,Kent,Indiana,40
16638,Entriken,Huntingdon,40
15421,Chalk Hill,Fayette,39
19435,Frederick,Montgomery,38
19538,Maxatawny,Berks,37
15020,Bunola,Allegheny,36
17865,Potts Grove,Northumberland,35
16728,De Young,Elk,33
17250,Rouzerville,Franklin,33
18105,Allentown,Lehigh,31
17739,Jersey Mills,Lycoming,31
17767,Salona,Clinton,31
16321,East Hickory,Forest,31
16332,Lickingville,Clarion,29
16670,Queen,Bedford,28
15934,Elton,Cambria,26
16682,Sproul,Blair,22
18935,Milford Square,Bucks,20
18035,Cherryville,Northampton,14
18251,Sybertsville,Luzerne,13
19535,Limekiln,Berks,12
15723,Chambersville,Indiana,12
16361,Tylersburg,Clarion,11
18912,Buckingham,Bucks,10
19472,Sassamansville,Montgomery,10
15072,Pricedale,Westmoreland,8
15443,Hibbs,Fayette,8
17576,Smoketown,Lancaster,6
16699,Cresson,Cambria,0
16312,Chandlers Valley,Warren,0
18016,Bethlehem,Northampton,0
18936,Montgomeryville,Montgomery,0
18430,Herrick Center,Susquehanna,0
18068,Old Zionsville,Lehigh,0
18195,Allentown,Lehigh,0
18225,Harleigh,Luzerne,0
19109,Philadelphia,Philadelphia,0
19112,Philadelphia,Philadelphia,0
19442,Kimberton,Chester,0
15616,Armbrust,Westmoreland,0
15260,Pittsburgh,Allegheny,0
15290,Pittsburgh,Allegheny,0
15691,Wendel,Westmoreland,0
17077,Ono,Lebanon,0
17120,Harrisburg,Dauphin,0
17822,Danville,Montour,0
